2021-12-07 09:42:37.4461 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:15:08.0257 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:15:10.5922 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:18:31.5660 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:18:31.7400 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:18:31","MessageId":"7e663ca7-9499-4435-a3d1-ff9793da26c4","ClientId":"e64dd8b3-eea4-4e2f-b59b-e9c0c180fc5d","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:18:31.7520 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:18:33.6900 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:18:48.0288 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:18:48.0409 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 11: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:18:38","MessageId":"8ad5a101-d156-4992-b694-f93a7fad7de5","ClientId":"e64dd8b3-eea4-4e2f-b59b-e9c0c180fc5d","TopicId":null,"Text":"AUTH1:P9zE7ZnUKp0kUBz8BG9GkNK43AfmU41bCqtZnlxLXX6u5yHLBU/LUOeWhNMafBESRuZ7qDLJCbRXuOrl/2xBuwsE4Sv1jmN3HJWXgG8Rnb82RatxlSKoVWrLoUtrHNf4","Bag":null,"Token":"KE0GMWQ99EB8GFFJFTZXXT5DFHOFQ2-FDNI1F79VO45LREKJ58UWFVW1JXBEILTGF6548PDJVEJ4YTWA8ELSIN-S1SRT64NDKZGVKQMQ4KABM3C0AAGDAB826MCP8VO2"} | 
2021-12-07 16:18:48.0409 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:19:06.5893 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:19:36.3127 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:19:42.4442 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:21:55.2117 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:21:55.3917 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:21:55","MessageId":"e2ffb288-ae63-4ecc-84d4-ef3b7e36c37e","ClientId":"b1c74cf1-e9e0-45e9-baed-ed53b64cd932","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:21:55.3917 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:21:57.4017 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:22:11.7501 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:22:11.7501 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:22:01","MessageId":"a059936f-3696-4f20-a75b-c1d8d66a7218","ClientId":"b1c74cf1-e9e0-45e9-baed-ed53b64cd932","TopicId":null,"Text":"AUTH1:qv5HA25D5/U86bRqSlpp/quZoRk4iXGva6mJMjqAuKrBl0a24keV3tJLnW2wjsLXXj/AFhyHWEsidOIRja1IkkOrmpniNdrdtsC0ye30knTtnpmvH9Sw3SMFMR+OlxH4","Bag":null,"Token":"TEPEJV-B46W1UC8HZ7FQG6JLCUD8J3STCDQWZ0LTUIGBDK3LL6T3RULX6DCZSC3BNDZQXLS9WW69ZHI222WOJZBS331VYWBSQFZ-WMZ-NUH6ZN9Z6L80QP3ZBGY5V7L-"} | 
2021-12-07 16:22:11.7501 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:22:29.3856 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:22:32.3438 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:24:03.1396 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:24:03.3183 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:24:03","MessageId":"d3391ad2-1450-4498-a47c-4dde081228cc","ClientId":"00a753b2-d28f-4ced-8da2-3cf629b78fef","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:24:03.3273 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:24:05.1015 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:24:10.1763 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:24:10.1893 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:24:08","MessageId":"25e3107d-d970-43c5-9e70-9b66669e0652","ClientId":"00a753b2-d28f-4ced-8da2-3cf629b78fef","TopicId":null,"Text":"AUTH1:S/S8juNu1c+nBRpD9EphfQF+nxMShMKBpjt9sZM+pVTE3YFRh3iZyyq6TNzAEb5MjXAlx03GlpxLd7XUR2xe7+D/A6q0RVVBUT93Y6Dp1vEZ+dJZAMxZUAGkDxX419gL","Bag":null,"Token":"WX8I6ABTQBVUWOVJSTIYWVIOC9VGG0R6P7P9862KAO8NCK1Y94JNK8SBOUG8Q5N0U0F0-WLW28XIX6L2H8IMREVSPOUN045GAI4MFBZMSXWNKKOTIO1SWAIQFYKWC979"} | 
2021-12-07 16:24:10.1893 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:24:11.2382 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:24:11.2382 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:24:33.1037 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:24:33.2767 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 11: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:24:32","MessageId":"9004d0e2-d2dc-43f6-824b-51ea9961ed0a","ClientId":"3b48d276-5083-4026-8906-223bffa02721","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:24:33.2767 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:24:34.6756 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:24:38.9819 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:24:38.9969 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 21: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:24:36","MessageId":"a0232b97-f8d3-4570-a715-221313c56a94","ClientId":"3b48d276-5083-4026-8906-223bffa02721","TopicId":null,"Text":"AUTH1:PfSG6s5tDmvwFp/AEqw4KaQRCyQ/Ur4R4+30pQuRI7cAhIP7+K/lPpTsTruYxwq5CmjRRURXIMLPzPMl1k4WsI9w1NocdviaCz5CnmLNDwB1zjfQ/SKzE9oodmvjFdog","Bag":null,"Token":"HZI9C8W-B999LSL2AA4-NMJO-ZT1WELMW22AGYP3T0T42EPMGB1XY476P4-NO5N7YWMU1KWMWAQX4QX5JHVUNYY356VMZBPZMWFF25W6QOBYNJC-HFEHJ3T-9UZ50JYV"} | 
2021-12-07 16:24:38.9969 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:24:43.4875 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:24:45.9938 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:29:05.2128 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:29:05.4378 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:29:05","MessageId":"6f122d28-0e6d-489b-a87c-e1b7c1672e17","ClientId":"324bec01-e9d2-43f9-8053-84e39969414b","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:29:05.4378 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:29:06.8369 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:29:20.6492 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:29:20.6622 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:29:11","MessageId":"12758f6d-4e8a-45f8-afd9-4edd9125242d","ClientId":"324bec01-e9d2-43f9-8053-84e39969414b","TopicId":null,"Text":"AUTH1:s2S5w7Qv9/FGBFK9nQRNXM8fW0MqUOwdmUZR/6Cel+iVpllpWAG6nnugchmUKN8plFAMfcHKdavX2s5JYvGm2p28llVy03gMw0xkUQ0EDI/2b2i8gL0SHcURX7SLGhhF","Bag":null,"Token":"U5NKASBRGOFEDXK-TB08ITEMCU1QV914VF43X5UO9TRUV8YHZWUIQIDA0AIQ2W7IXLT84RMYSL-0BV1F6T1-PTOMC3DXXDXMXJ7JP1OHJ60FJN-FJCUI573D8G5AO0BO"} | 
2021-12-07 16:29:20.6622 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:29:23.5715 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:29:23.5715 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:31:56.8637 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:31:57.0417 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 11: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:31:56","MessageId":"c77cc550-bd0f-4cbf-9e37-79e0b367fe75","ClientId":"ea46f937-7a77-4d16-bddb-e320194b6472","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:31:57.0517 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:31:58.2139 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:32:27.5015 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:32:27.5015 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:32:01","MessageId":"ef7e5f05-c32c-4c51-81f7-f4fa8006c1c1","ClientId":"ea46f937-7a77-4d16-bddb-e320194b6472","TopicId":null,"Text":"AUTH1:2NurnKoLSy9SbrbS/7tqhz1q2U2SLlYmg3vhKwBNcjsTfNWC6BT0WlqeW7xtumBYcR0tX/kNB+6TdcBsMpj697Bf36YfDr3jPjOS+Le8XkQeoZWorKwgv28K1z0wiiza","Bag":null,"Token":"Z50HSVW4KUTZVTWC03X2272O8XP227M1I0SOAITKJCS4EGJ1WFTQNLY3CMJ5F5CNI2R6BHCRKMSZP9K2OYGXN6N8BZLY-YFP-EVM0N0ODCFB39OECSQRYQAMOU4M7OSW"} | 
2021-12-07 16:32:27.5015 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:32:28.5035 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:32:56.8473 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:43:28.3028 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:43:28.4738 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 10: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:43:28","MessageId":"bbd830b9-4a44-4a0a-86bb-048c106bfb2d","ClientId":"eb1903ed-d428-4182-b30a-8d2ec7502bf6","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:43:28.4838 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:43:28.6188 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:43:28.6658 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:43:28.6758 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 12: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:43:28","MessageId":"4eb0b51b-6a7c-45a7-8532-48700a957edc","ClientId":"eb1903ed-d428-4182-b30a-8d2ec7502bf6","TopicId":null,"Text":"AUTH1:UeRBgAQMYaReSnkK6M0p7gJm07Z1YkkF3SZj0tSzXj6M2iqvv4H+RnH8eJGxP1NyNR91fHn5sXMIvBsrcAuqHUidzR+CbWwtAJx/8oBylkcdhbNy4i9SyRr3azJNEf+1","Bag":null,"Token":"4JLM6QYJZ2VGVL12R4-0165ZEUCL8YMK59XBBN5Z6SAO-5GZ8KUB2148OXHLNNLBQLMWZZ0E-K5I6R0KOONYDLSDFZXPFULTG-8ZTU-JUPCR7VC8888--X8E4IQACL9P"} | 
2021-12-07 16:43:28.6758 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:43:28.6758 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:43:28.6758 | DEBUG | Hermes.Log.LogEngine | Hermes.Utility.Functions.Encrypt | Encrypt = | 
2021-12-07 16:45:54.7320 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
2021-12-07 16:45:54.9020 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.HandleConnection | 11: Received: {"SenderIP":null,"SenderPort":0,"Date":"2021-12-07 04:45:54","MessageId":"5ad44f67-3a80-454a-8805-cf7f0daf0847","ClientId":"270c14cb-4b03-4c03-bb11-56cb5cb8a55a","TopicId":null,"Text":"AUTH0:","Bag":null,"Token":null} | 
2021-12-07 16:45:54.9020 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | RerceivedData = | 
2021-12-07 16:45:54.9020 | DEBUG | Hermes.Log.LogEngine | Hermes.Comunication.Server.Server.<.ctor>b__6_0 | received = | 
2021-12-07 16:46:04.8828 | DEBUG | Hermes.Log.LogEngine | Hermes.Channel.Tcp.Server.<Start>b__17_0 | Connected! | 
